"3023","sau1999","India","Allahabad","True","c++","4568.36 ","1216.37 ","1009.35 ","6183 / 4815","7959 / 5961","8990 / 7350",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3024","gandu007","India","Guwahati","True","c++","9359.89 ","1832.74 ","2042.25 ","941 / 636","2451 / 1692","670 / 455",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3025","anshuman14021","India","New Delhi","True","c++","7607.62 ","1405.19 ","1385.77 ","2050 / 1508","5397 / 3936","3508 / 2678",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3026","shivam1729",,,"True","c++","8232.76 ","1983.84 ","1076.53 ","1590 / 1150","1897 / 1283","7681 / 6218",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3027","shubham54","India","Noida","True","c++","9950.09 ","1314.79 ","2277.59 ","694 / 450","6467 / 4777","360 / 213",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3028","may3",,,"True","c","-105.03 ","913.63 ","0 ","50820 / 40013","14659 / 11498","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3029","bedjovski",,,"True","c++","2183.58 ","1233.05 ","1166.33 ","15200 / 8","7692 / 3","6160 / 2",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3030","r3gz3n","India","Dehradun","True","c++","10367.16 ","2965.01 ","2170.36 ","559 / 344","359 / 171","477 / 304",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3031","emin3m","India","Jabalpur","True","c++","897.47 ","659.87 ","941.04 ","32302 / 24787","23147 / 19048","10561 / 8771",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3032","chashmeetsingh","India","New Delhi","True","python","2924.33 ","762.47 ","1445.55 ","11195 / 8725","19462 / 15710","3001 / 2261",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3033","deepak_sirone","India","Thiruvananthapuram","True","c++","3036.49 ","806.5 ","1122.8 ","10690 / 8321","18066 / 14481","6863 / 5509",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3034","tetra_5eron","India","Satna","True","java","-455.74 ","0 ","0 ","57268 / 45523","NA","NA",NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3035","code_streak","India","Bengaluru","False","c++","1933.85 ","0 ","1135.12 ","17227 / 13403","NA","6660 / 5334",NULL,NULL,NULL,NULL,NULL,NULL,NULL
